raw_csv_parameter_name,shape,direction,effect_range_yield_pct,shape_fold_consistency,direction_fold_consistency,evidence_label,reason,observed_x_min,observed_x_max
MEASURE_ET_DC_SEC_S_Vboff_Id,complex_nonmonotonic,n/a,1.5513,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,32.668472,45.381409
MEASURE_ET_DC_RF_Vp_1_W,complex_nonmonotonic,n/a,1.5499,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-1.468981,-0.749282
SIN_GATE_ET_sh_GA144,monotonic,positive,1.5472,0/5,1/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 1/5 folds.,15.842305,27.023035
CHRE_Ali_Litho_Channel_to_Ohmic_Alignment,complex_nonmonotonic,n/a,1.5447,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-0.053833,0.061619
MEASURE_ET_DC_Big_MAG_18GHz,complex_nonmonotonic,n/a,1.543,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.470303,17.985595
MEASURE_ET_DC_RF_CF_S22_Mag_L1018,complex_nonmonotonic,n/a,1.5411,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,12.054482,18.401159
THIN_ET_DC_RF_Vbin_gs,complex_nonmonotonic,n/a,1.541,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,19.382432,37.271751
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos_SD3p5,complex_nonmonotonic,n/a,1.5401,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,16.363394,27.915486
FIC_ET_DC_RF_Vbgd_0p01,complex_nonmonotonic,n/a,1.5393,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,19.269242,37.638564
MEASURE_ET_DC_RF2_S21dB_26GHz,complex_nonmonotonic,n/a,1.5385,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,11.350489,17.345412
FIC_ET_Vg_gm_max,complex_nonmonotonic,n/a,1.5369,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,403.42122,657.434944
MEASURE_ET_DC_RF_Vboff,complex_nonmonotonic,n/a,1.5365,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,4.151312,12.720885
TOPSIN_ET_Rc_OG142_GN,complex_nonmonotonic,n/a,1.5332,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.100943,0.299982
TOPSIN_ET_G2_per_6K,complex_nonmonotonic,n/a,1.5246,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,40.87975,55.073823
MEASURE_ET_DC_PIV_Gate_Lag_Idss,complex_nonmonotonic,n/a,1.5187,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,246.936532,476.956783
FIC_ET_TR_1F,U_shape,n/a,1.5177,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,50.264566,63.21611
FIC_ET_DC_RF_n_gs,U_shape,n/a,1.5162,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,63.115613,77.387554
MEASURE_ET_Rc_an_ct2,U_shape,n/a,1.5159,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.081697,0.296081
MEASURE_ET_DC_PIV_Ids0_QP2,U_shape,n/a,1.5135,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,76.827757,90.685351
MEASURE_ET_Gm_max,complex_nonmonotonic,n/a,1.5133,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,362.758274,679.716391
FIC_ET_DC_RF_Vboff,complex_nonmonotonic,n/a,1.5086,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,67.312225,80.629439
TOPSIN_ThicknessGN_SiN_Thickness,complex_nonmonotonic,n/a,1.5082,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.132212,0.167987
TOPSIN_ET_R_f_hr_1,U_shape,n/a,1.5039,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,63.441862,76.307068
MEASURE_ET_DC_SEC_S_ChipStatus,complex_nonmonotonic,n/a,1.5024,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,49.588579,65.727035
TOPSIN_ET_C100Cap3pf,complex_nonmonotonic,n/a,1.501,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.529702,1.153314
THIN_ET_sh_GA142,complex_nonmonotonic,n/a,1.5004,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,17.574019,30.40548
MEASURE_ET_DC_Diode_S11_dB_forw_9p5,inverted_U,n/a,1.4974,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-17.278332,-6.503262
MEASURE_ET_DC_RF_Vp_01_W,U_shape,n/a,1.497,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-1.396854,-0.748406
FIC_ET_Vdg_max,complex_nonmonotonic,n/a,1.4935,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,49.374885,63.292349
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd8,U_shape,n/a,1.4929,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,61.19348,74.866874
THIN_ET_Rc_an_ct2,complex_nonmonotonic,n/a,1.4929,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.095643,0.306999
FIC_ET_sh_GA142,complex_nonmonotonic,n/a,1.4921,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,42.756571,55.101845
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,complex_nonmonotonic,n/a,1.4903,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-1.422292,-0.739313
MEASURE_ET_Rcat_cn_3,inverted_U,n/a,1.4866,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.095482,0.285709
MEASURE_ET_Cap_C300FM1,complex_nonmonotonic,n/a,1.4819,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.519968,1.116757
MEASURE_ET_DC_RF_Min_S21_Mag_L1002,complex_nonmonotonic,n/a,1.4803,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,12.114641,17.96267
MEASURE_ET_DC_Big_Id_gm_max,complex_nonmonotonic,n/a,1.48,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,383.41296,656.386756
ANODE_ET_Rsh_an_ct2,inverted_U,n/a,1.4736,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,98.629045,135.117411
MEASURE_ET_LT_SEC_Vbgd1_Vd8,U_shape,n/a,1.4736,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,19.242845,36.816568
MEASURE_ET_C100CapFICM1,inverted_U,n/a,1.4706,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.510597,1.096591
TOPSIN_ET_C500pf_0,complex_nonmonotonic,n/a,1.4659,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,18.797813,29.605254
SIN_ET_DC_RF_Vg_max_Vd_0p1mA,complex_nonmonotonic,n/a,1.4656,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,56.194554,70.453867
MEASURE_ET_DC_RF2_S22dB_26GHz,U_shape,n/a,1.4629,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-18.290284,-6.077378
TOPSIN_ET_RGAN3,complex_nonmonotonic,n/a,1.4615,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,43.265875,55.804447
THIN_ET_DC_RF_Vds_max,complex_nonmonotonic,n/a,1.4609,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,68.247661,81.949788
MEASURE_ET_CapM1BRGM_0,U_shape,n/a,1.459,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,370.922989,660.577861
MEASURE_ET_DC_Diode_S21_dB_forw_9p5,complex_nonmonotonic,n/a,1.4587,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.718327,17.642838
MEASURE_ET_DC_SEC_Vds_min_ON,complex_nonmonotonic,n/a,1.4567,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,24.887894,37.414003
TOPSIN_ET_DC_RF_Vt_gs,complex_nonmonotonic,n/a,1.4557,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,78.24149,93.138254
MEASURE_ET_Vp_1,complex_nonmonotonic,n/a,1.4544,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-1.470524,-0.734308
MEASURE_ET_DC_RF_CF_S22_Mag_L2180,complex_nonmonotonic,n/a,1.4544,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.167287,17.936827
MEASURE_ET_DC_SEC_X_Vboff_Id_FPSD3p2,inverted_U,n/a,1.4543,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,43.444552,58.705184
TOPSIN_ET_DC_SMALL_Gm_m0p2,complex_nonmonotonic,n/a,1.4472,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,399.359545,663.454545
MEASURE_ET_I_5,U_shape,n/a,1.447,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,44.052421,58.276394
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg,complex_nonmonotonic,n/a,1.4456,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,16.44023,27.404305
MEASURE_ET_RF_Modeling_Tau_err,complex_nonmonotonic,n/a,1.4455,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,23.206635,33.503598
MEASURE_ET_Cap1pf_0,complex_nonmonotonic,n/a,1.4432,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.463134,1.048963
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg,complex_nonmonotonic,n/a,1.4432,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.80256,26.097297
MEASURE_ET_Cap20,complex_nonmonotonic,n/a,1.4418,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.513281,1.102795
THIN_ET_C200,inverted_U,n/a,1.4403,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.530623,1.148045
TOPSIN_ET_Vp_1,complex_nonmonotonic,n/a,1.4402,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-1.438631,-0.771366
SIN_ET_DC_RF_Vg_optt,complex_nonmonotonic,n/a,1.4399,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,66.553737,79.016508
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm,U_shape,n/a,1.4373,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,53.124363,66.99427
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg_FPSD3p2,complex_nonmonotonic,n/a,1.433,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,50.555761,65.103298
MEASURE_ET_DC_PIV_Gate_Lag_Imax,U_shape,n/a,1.4315,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,474.290322,847.33431
TOPSIN_ET_RGAN1,U_shape,n/a,1.4303,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,29.796038,41.870067
THIN_Measure1_Glue_thickness,inverted_U,n/a,1.4261,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,1.570124,1.991303
SIN_ET_DC_RF_Gm_m0p2,complex_nonmonotonic,n/a,1.4239,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,392.451959,643.280618
MEASURE_ET_DC_SEC_X_Ron_SD3p5,complex_nonmonotonic,n/a,1.4205,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,34.005982,45.654795
MEASURE_ET_DC_RF_CF_S21_Ph_L2180,complex_nonmonotonic,n/a,1.4203,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.263563,17.555764
FIC_ET_DC_PIV_Ids0_QP2,complex_nonmonotonic,n/a,1.4202,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,32.223991,43.996061
MEASURE_ET_Rc_TF_AB_2,complex_nonmonotonic,n/a,1.417,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.124202,0.28639
MEASURE_ET_Vbkdn_C300pf,complex_nonmonotonic,n/a,1.4054,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.431325,1.115668
SIN_GATE_ET_R514,complex_nonmonotonic,n/a,1.4038,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,22.757076,34.396055
TOPSIN_ET_Cap1pf_0,complex_nonmonotonic,n/a,1.402,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.429845,1.211866
MEASURE_ET_DC_SEC_Ids_m0p2,complex_nonmonotonic,n/a,1.3962,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,71.475054,85.17232
MEASURE_ET_R_f_hr_2,complex_nonmonotonic,n/a,1.3934,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,21.077545,34.045215
MEASURE_ET_DC_RF_MSG_18GHz,complex_nonmonotonic,n/a,1.3931,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,35.742256,48.771694
MEASURE_ET_DC_RF_Vg_gm_max,complex_nonmonotonic,n/a,1.3916,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,398.902149,664.040057
FIC_ET_DC_RF_Id_gm_max,complex_nonmonotonic,n/a,1.3913,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,402.493049,654.687222
THIN_ET_TF_AB_2,inverted_U,n/a,1.3905,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-1.332594,8.031516
MEASURE_ET_DC_RF_Min_S21_Ph_L1002,complex_nonmonotonic,n/a,1.3897,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.410184,17.787002
TOPSIN_ET_TR_1F,complex_nonmonotonic,n/a,1.3859,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,6.961229,16.955322
MEASURE_ET_RF_Modeling_L_Gg,U_shape,n/a,1.3857,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,37.097234,49.619015
THIN_ET_DC_RF_Vp_1,complex_nonmonotonic,n/a,1.3819,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-1.383447,-0.716021
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos,U_shape,n/a,1.378,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,18.709671,30.516344
MEASURE_ET_Rsh_an_ct2,U_shape,n/a,1.3734,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,101.669314,135.951977
SIN_GATE_ET_OHMC,monotonic,positive,1.3726,0/5,1/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 1/5 folds.,58.829443,72.255897
MEASURE_ET_RF_Modeling_Vd_set,complex_nonmonotonic,n/a,1.3705,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,53.497951,69.674108
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_SD3p5,complex_nonmonotonic,n/a,1.3622,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,45.510565,56.439819
TOPSIN_ET_C300,complex_nonmonotonic,n/a,1.3597,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.466587,1.114831
BRGM_Height2_BRGM_Height2,complex_nonmonotonic,n/a,1.3565,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,58.249263,83.383034
GATE2_ET_Ids2_Gate_recess_current,complex_nonmonotonic,n/a,1.3554,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,25.181584,35.969558
MEASURE_ET_DC_SMALL_Vp_1,complex_nonmonotonic,n/a,1.3549,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-1.433942,-0.742926
MEASURE_ET_DC_RF_Gm_0_W,complex_nonmonotonic,n/a,1.3512,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,389.705814,640.527679
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_SD3p5,U_shape,n/a,1.3496,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,86.651141,102.923579
MEASURE_ET_DC_SEC_S_Ron,complex_nonmonotonic,n/a,1.3453,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,13.4445,24.512157
MEASURE_ET_Cap_C300FB,complex_nonmonotonic,n/a,1.3415,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.46999,1.070657
MEASURE_ET_DC_RF_S21ang_26GHz_W,U_shape,n/a,1.3409,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.142867,17.627484
SIN_ET_DC_RF_Vds_max,U_shape,n/a,1.3381,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,62.974783,74.352652
MEASURE_ET_DC_RF_CF_S12_Mag_L1018,complex_nonmonotonic,n/a,1.3331,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.601094,18.269943
MEASURE_ET_R_f_tn_3,inverted_U,n/a,1.333,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,51.61872,63.373545
FIC_ET_DC_RF_Vds_max,complex_nonmonotonic,n/a,1.3257,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,15.710026,26.524187
TOPSIN_ET_CapPARCAP,complex_nonmonotonic,n/a,1.3256,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.115299,0.287647
SIN_Thickness_SiN_Thickness,inverted_U,n/a,1.3249,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.132334,0.168183
TOPSIN_ET_DC_SMALL_n_gd,U_shape,n/a,1.3138,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,72.040176,85.836021
BRGM_ET_i5021_2,complex_nonmonotonic,n/a,1.3135,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,406.84416,645.94749
CATHODE_ET_Probe_Number,complex_nonmonotonic,n/a,1.3112,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.960149,5.154404
MEASURE_ET_CapFICM1,inverted_U,n/a,1.3078,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.500581,1.109786
MEASURE_ET_DC_Big_Vg_optt3,complex_nonmonotonic,n/a,1.3045,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,43.768721,55.509481
MEASURE_ET_DC_Stress_Vg_max_Ig_before,complex_nonmonotonic,n/a,1.3043,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,5.475996,17.312508
FIC_ET_DC_RF_Idss,complex_nonmonotonic,n/a,1.3026,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,236.740983,463.041785
MEASURE_ET_DC_Stress_Id_gm_max_before,complex_nonmonotonic,n/a,1.3025,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,380.095136,667.904072
MEASURE_ET_DC_RF_S22ang_26GHz,complex_nonmonotonic,n/a,1.3,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-18.148087,-7.008725
FIC_ET_TANR,complex_nonmonotonic,n/a,1.2998,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,39.466557,52.079974
SIN_ET_DC_RF_Vp_01,complex_nonmonotonic,n/a,1.2975,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-1.389608,-0.734505
MEASURE_ET_DC_Big_MAG_10GHz,complex_nonmonotonic,n/a,1.2942,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,12.430297,18.46697
THIN_ET_Rsh_F_AB_2,complex_nonmonotonic,n/a,1.2938,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,100.258015,137.433172
BRGM_Height3_TOP_metal_thickness,inverted_U,n/a,1.2924,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,1.888353,2.489219
MEASURE_ET_Rsh_TF_AB2,complex_nonmonotonic,n/a,1.2909,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,104.103692,135.00671
MEASURE_ET_RF_Modeling_Rg,complex_nonmonotonic,n/a,1.2894,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,55.807778,70.135187
MEASURE_ET_DC_RF_CF_S12_Ph_L1018,complex_nonmonotonic,n/a,1.2889,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-31.247173,-19.63604
MEASURE_ET_C_AN_2_OW_CR,complex_nonmonotonic,n/a,1.2875,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,4.068959,13.777288
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd3,complex_nonmonotonic,n/a,1.2872,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,15.325737,28.503418
THIN_ET_sh_f_tn_23,complex_nonmonotonic,n/a,1.2864,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,33.835295,44.374988
MEASURE_ET_DC_Big_Gm_0,complex_nonmonotonic,n/a,1.2861,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,398.569385,663.164536
MEASURE_ET_DC_RF_S11ang_26GHz_W,complex_nonmonotonic,n/a,1.2861,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-16.913538,-5.756034
MEASURE_ET_Rc_F_AB_2,complex_nonmonotonic,n/a,1.2804,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.09347,0.300037
TOPSIN_ET_DC_RF_Vg_gm_max,U_shape,n/a,1.2786,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,392.440574,665.816119
MEASURE_ET_DC_SEC_X_Ids_max_SD3p5,inverted_U,n/a,1.278,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,41.251692,53.559498
MEASURE_ET_CapUSV_0,complex_nonmonotonic,n/a,1.2775,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.484118,1.116385
MEASURE_ET_DC_RF_CF_S11_Ph_L2180,complex_nonmonotonic,n/a,1.2662,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-17.473405,-6.182016
MEASURE_ET_LT_SEC_Id_min_mA_mm_Vd3,complex_nonmonotonic,n/a,1.2661,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,17.337804,28.590938
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg,complex_nonmonotonic,n/a,1.2658,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,31.799874,45.01126
SIN_ET_DC_RF_Vg_optt3,complex_nonmonotonic,n/a,1.2654,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,1.537334,13.390401
MEASURE_ET_Gate_res,U_shape,n/a,1.2647,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,86.040029,100.808491
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg_SD3p5,U_shape,n/a,1.2647,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,3.740756,13.80395
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_SD3p5,U_shape,n/a,1.2629,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,19.869127,30.687185
MEASURE_ET_DC_Big_Vdg_max_0p1mA,complex_nonmonotonic,n/a,1.2627,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,64.024056,80.916508
MEASURE_ET_DC_RF_S12ang_26GHz_W,complex_nonmonotonic,n/a,1.2598,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-32.244707,-19.096591
MEASURE_ET_Load_Pull_Gain_comp_Last,complex_nonmonotonic,n/a,1.2591,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,12.159807,17.245096
MEASURE_ET_DC_RF2_S12ang_26GHz,complex_nonmonotonic,n/a,1.2585,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,-32.615419,-18.375345
MEASURE_ET_Ran_con_2_OW_CR,complex_nonmonotonic,n/a,1.2557,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,51.705902,67.813569
MEASURE_ET_DC_RF_S21ang_26GHz,complex_nonmonotonic,n/a,1.2522,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,12.333535,18.03861
TANR_M_Gauge_P_E_TaN,U_shape,n/a,1.2486,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,79.162829,103.75103
