feature,classification,rationale,pearson_abs,spearman_abs,permutation_importance,shap_importance,pearson_rank,spearman_rank,permutation_rank,shap_rank,cluster_rank,cooccurrence_rank,fold_stability_cv,fold_top20_count
TOPSIN_ET_Load_Pull_Pout_W_last,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.019704223723640436,0.039615424181777575,2.6248679091650516e-06,1.120183128722193e-05,1544.0,1397.0,1141.0,1443.0,1354.0,886.0,0.36887924896864205,0
TOPSIN_ET_Load_Pull_Pout_W_mm_last,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.08899608920691351,0.16131984757644185,5.55438224503213e-07,1.1962628520982945e-05,906.0,394.0,1199.0,1440.0,822.0,1223.0,1.3058165740018608,0
TOPSIN_ET_Load_Pull_Vg,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.2670707782247776,0.24925315524401487,9.460970619393216e-06,3.2807795280226845e-05,149.0,139.0,1004.0,1319.0,1297.0,886.0,0.8171014785292054,0
ABVIA_CD_AB_VIA_litho,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.06038646054113168,0.043306730115017365,-8.315203277745598e-05,0.00042523550181632796,1196.0,1375.0,1697.0,607.0,840.0,411.0,0.7073902570725428,0
ANODE_CD_Anode_CD_litho,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.03464340856565598,0.030670729870701813,-1.119537610366761e-07,0.00012214202244202233,1440.0,1478.0,1455.0,960.0,1079.0,886.0,0.7105759699624863,0
BFIC_Height_FIC_metal_thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07910917444042878,0.10856106303923574,1.7467144954147475e-05,6.932980595587822e-05,993.0,755.0,906.0,1150.0,1201.0,1223.0,1.4736942732816682,0
BMETAL1_Height_Metal1_metal_thickness,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.09549041552974569,0.08679169185908099,8.718916581704206e-06,6.801377454118618e-05,837.0,953.0,1017.0,1157.0,1205.0,133.0,0.859906676383538,0
BPLATE_Height_BPLATE_metal_thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.00679889900983421,0.04850211543153031,2.349117876231377e-05,0.0001767679804972257,1654.0,1327.0,854.0,836.0,993.0,886.0,0.7002582508560573,0
BRGM_Cd_Litho_BRGM_litho_CD,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.010427771163674418,0.041871543256687294,2.662175541153222e-05,5.975990204531257e-05,1620.0,1382.0,836.0,1195.0,1229.0,411.0,1.6866281131630405,0
BRGM_Cd_Metal_BRGM_Final_metal_CD,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.04127368818131266,0.005077823556206865,-2.9748172926422067e-05,8.73723460147459e-05,1371.0,1674.0,1660.0,1074.0,1152.0,411.0,0.5446735172357331,0
BRGM_Height2_BRGM_Height2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.09610226992767608,0.0652567774976841,3.853213594080529e-05,8.87401872919474e-05,828.0,1177.0,773.0,1067.0,1150.0,886.0,1.5954749469953207,0
BRGM_Height3_TOP_metal_thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07364358237263251,0.03789866690698664,0.000259535366122407,0.0008478516784723435,1061.0,1414.0,459.0,485.0,749.0,411.0,1.1315925345373385,0
BRIDGE_METAL_CD_BRGM_Final_metal_CD,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.02857129407252272,0.07197735442285595,0.00010337706804159075,0.0003431804114603759,1484.0,1099.0,603.0,662.0,879.0,96.0,0.47666816344469226,0
BRIDGE_METAL_Height_Final_TOP_metal_thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.12070586739740356,0.012688891924755717,6.805938638995701e-06,3.667132864959337e-05,638.0,1630.0,1050.0,1304.0,1291.0,886.0,1.8792675119813835,0
BRIDGE_METAL_Height2_BRGM_Height2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.09979555684569472,0.11280395363992293,2.785724619787655e-05,0.0001081794161450971,805.0,729.0,827.0,1008.0,1113.0,609.0,0.8651875706008917,0
CHRE_Ali_Litho_Channel_to_Ohmic_Alignment,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.02496667013548662,0.010279209189408391,0.0020170442962607086,0.004185519593099353,1508.0,1648.0,182.0,170.0,531.0,96.0,0.5767060567998381,0
CHRE_CD_Channel_recess_CD,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.023213932250931924,0.0672157697795329,7.86091017190016e-05,0.000173188995483936,1525.0,1150.0,645.0,839.0,995.0,411.0,0.7045890582278996,0
CHRE_CD_2_Channel_recess_CD_Etch,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0025014001367149896,0.024113717133781874,-1.2188453478473305e-05,0.00018069891659641823,1700.0,1528.0,1600.0,827.0,985.0,296.0,0.67650156496412,0
CHRE_ET_Ids_Channel_recess_current,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.10698266441728316,0.10213916854478479,2.5814686405631336e-05,0.00027856787144564505,750.0,811.0,841.0,712.0,908.0,69.0,1.1661915235847071,0
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.09536826332638829,0.02728566232253152,0.0004688237199399148,0.0009813277222893468,839.0,1503.0,375.0,449.0,725.0,411.0,2.0144215352050687,0
EBCR2_CD_Gate_Leg_Length,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.0031371106387848204,0.028262825006965916,0.0,0.0,1694.0,1498.0,1210.0,1471.0,221.0,1223.0,1.3318750797866183,0
EBCR2_CD_2_EBCR_cd_etch,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.03386003751361497,0.01477789106819064,3.4548275425400065e-06,6.659311769281378e-05,1448.0,1609.0,1118.0,1164.0,1212.0,886.0,0.9045044467480241,0
EBCR2_ET_Ids_EBCR_recess_current,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.2541409802616805,0.2417185353547577,0.00010985843712367493,0.0005325023095616073,165.0,155.0,594.0,565.0,809.0,886.0,0.828014653103477,0
FIC_Height_FIC_metal_thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.013471662337982051,0.014024962440748351,1.302842312850272e-06,2.766358873500497e-05,1593.0,1613.0,1178.0,1342.0,1310.0,886.0,2.136369079210498,0
FIN_CD1_CD_PL_FIN,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.011963023130493147,0.013903844937219412,2.9067951814806813e-05,0.0005639654315310615,1604.0,1614.0,823.0,553.0,802.0,191.0,0.7221966966520321,0
FIN_CD2_CD_etch_FIN,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0794921754184447,0.09506746197635473,4.380164735062753e-06,0.00033919071443871485,987.0,885.0,1093.0,665.0,881.0,411.0,0.8418622642853423,0
FIN_Etch_Hard_Bias,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.012038047994599203,0.006157880560153006,-1.1172279468749103e-05,7.664639460384387e-05,1603.0,1669.0,1593.0,1111.0,1174.0,886.0,0.9760379720243754,0
FIN_Etch_Soft_Bias,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.05718644541037447,0.020649534298902775,0.0002714228076407088,0.0007938676019558963,1236.0,1560.0,450.0,497.0,756.0,411.0,0.5189297254344151,0
FIN_FIN_Alignment_FIN_to_ohmic_alignment,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.17889331745707732,0.14716154476483595,0.0010205823594871349,0.0022058407501684267,342.0,484.0,278.0,295.0,618.0,411.0,1.0531178152633194,0
FMESA_Height_Fmesa_Height,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.14158595963165307,0.20129773533300052,2.702743830071408e-05,0.0006849942478680965,508.0,238.0,832.0,519.0,771.0,191.0,0.5044260845866555,0
FP2_Height1_FP2_Height1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.013602102979716348,0.04275447874571569,-2.8382106749824666e-07,2.4098144494025145e-05,1591.0,1376.0,1460.0,1362.0,1321.0,609.0,1.1599310239334528,0
FP2_Height2_FP2_Height2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.03617560217304543,0.07124642695660516,8.146869833866588e-06,9.28091416002783e-05,1419.0,1106.0,1021.0,1057.0,1145.0,886.0,0.8032516644353986,0
GATE1_Thickness1_Triple_E-beam_thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.018655040016177835,0.02024129053012725,4.153256660086035e-06,3.016491705802815e-05,1551.0,1564.0,1100.0,1332.0,1303.0,886.0,1.0953070922326829,0
GATE2_Ali_Litho_Gate_to_recess_alignment,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.014592055048894405,0.017190018377003687,7.292925102636571e-06,5.084712677826977e-05,1581.0,1582.0,1038.0,1227.0,1250.0,886.0,1.033092982371486,0
GATE2_Ali_Litho2_Gate_to_ohmic_alignment,weak_unstable_predictor,"weak on every signal (correlation, SHAP, permutation, cluster, co-occurrence) and never stable across folds",0.0681239323068134,0.05520735821405355,0.0,0.0,1131.0,1269.0,1210.0,1471.0,1367.0,1223.0,1.0645047491271569,0
GATE2_CD_Gate_Leg_Length,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.003851428976157927,0.05510557506429895,0.002759907164163003,0.005625785345987656,1683.0,1271.0,151.0,119.0,221.0,609.0,1.6468518609423628,0
GATE2_CD_Gate_Win_Length,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.042417186842837525,0.02820237737217716,1.2288569994645116e-05,0.00019870124311619446,1362.0,1499.0,970.0,802.0,971.0,133.0,0.9298488084628506,0
GATE2_CD_310nm_Gate_Leg_Length,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.10376581999516696,0.026706076177204045,-5.357667923244769e-06,5.6035443741305685e-05,771.0,1512.0,1534.0,1210.0,1239.0,609.0,1.025680428532484,0
GATE2_CD_310nm_Gate_Win_Length,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.13020509586714188,0.05985627024400196,3.2807029971018695e-05,0.00014067075978861496,577.0,1229.0,801.0,901.0,1039.0,886.0,0.5858658855475042,0
GATE2_CD_330nm_Gate_Leg_Length,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.049352743750690826,0.017738047301228205,1.120505059096777e-05,9.768920580780605e-05,1316.0,1576.0,980.0,1038.0,1134.0,609.0,1.3156517837205792,0
GATE2_CD_330nm_Gate_Win_Length,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.01924215325644017,0.11377911621879447,-0.00012558149871626234,0.000321638725151326,1547.0,716.0,1702.0,678.0,888.0,191.0,0.8020329551673103,0
GATE2_CD_358nm_Gate_Leg_Length,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.03459771109638596,0.06545189890703897,-4.2302137659719353e-05,0.0002093009808450641,1441.0,1175.0,1677.0,789.0,962.0,886.0,0.5267217489257014,0
GATE2_CD_358nm_Gate_Win_Length,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.006931645265410308,0.05998338806421949,-5.337170433494798e-06,4.664369668736428e-05,1652.0,1228.0,1533.0,1249.0,1260.0,609.0,0.9516505307165639,0
GATE2_CD_HPA_CB_Gate_Win_Length,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.12939642633787388,0.10083332184618653,-7.709963834096612e-05,0.00010217179251848326,583.0,827.0,1693.0,1024.0,1124.0,191.0,0.7294025673405873,0
GATE2_ET_Ids2_Gate_recess_current,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.035653850907436634,0.039696984041952106,0.00022873647815666864,0.000364274282164455,1425.0,1395.0,477.0,644.0,870.0,296.0,1.1597242628180044,0
GATE2_Thickness4_PMMA_PR_etch_thickness,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.0592233922572917,0.08581208460118087,0.0006551615449935155,0.0020968582348591764,1208.0,962.0,335.0,309.0,629.0,3.0,1.152516557849844,0
HIRS_M_Gauge_P_E_MoSi,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.05183353224706853,0.078568591188296,0.00029715834976915825,0.0002822450161870328,1297.0,1043.0,441.0,709.0,906.0,609.0,0.7175219942850218,0
MESA_CD_Mesa_CD_Radius,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.007055195794174978,0.08655345706314883,-1.401997623223794e-06,0.0009329732726523865,1651.0,955.0,1479.0,458.0,730.0,35.0,0.7422357491370456,0
MESA_Height_Mesa_Height,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.02022328270762892,0.06446295782317883,-9.436608573867855e-06,8.280386389793844e-05,1541.0,1187.0,1583.0,1094.0,1164.0,886.0,1.0936063389882738,0
METAL1_Height_Metal1_metal_thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.03982980970372299,0.05627674798833108,-4.420758222345722e-05,0.00013221982765478004,1389.0,1259.0,1679.0,927.0,1055.0,609.0,0.8672426535656493,0
OHMIC_CD_Ohmic_CD_litho,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.012682029044476835,0.0819856604254721,-1.6300120892853708e-05,0.00024996513266323955,1596.0,1011.0,1626.0,743.0,929.0,69.0,0.7463717152819734,0
OHMIC_Thickness_SiN_Thickness,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.14684160019317385,0.16186743203276352,2.549568775984945e-05,8.609322780878092e-05,485.0,392.0,842.0,1080.0,73.0,296.0,0.9228363073009281,0
SIN_Thickness_RefractiveIndex,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.04613731978397911,0.08652790015873447,7.014215752007557e-06,0.0001184550985048062,1337.0,956.0,1043.0,970.0,1088.0,191.0,0.17864580465746685,0
SIN_Thickness_SiN_Thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.006715878561509294,0.08331261934945614,-1.178941431520808e-05,0.00010278079563373324,1656.0,996.0,1596.0,1019.0,1121.0,411.0,0.6450854879753293,0
SIN_Thickness1_RefractiveIndex,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.012618331395671666,0.0073657220861709635,-2.3413977302844115e-05,0.00014368459833745363,1600.0,1662.0,1643.0,895.0,1036.0,55.0,1.5958783620791557,0
SIN_Thickness1_SiN_Thickness_1st,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.014235527810049343,0.03869070870988047,-2.8718099208621673e-05,0.00026570057041494743,1585.0,1410.0,1656.0,724.0,916.0,191.0,0.6235974282632591,0
SIN_Thickness2_RefractiveIndex,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.009259246476258236,0.016919559658114293,-2.180287160393479e-05,0.00011861027346392127,1631.0,1585.0,1640.0,968.0,1086.0,609.0,1.0498416664150803,0
SIN_Thickness2_SiN_Thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07452229058077049,0.13883643871034493,7.643541922910946e-06,4.979843098150439e-05,1052.0,532.0,1029.0,1231.0,1252.0,609.0,0.6990167258763621,0
SIN_ThicknessGN2_RefractiveIndex,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.051888081223425704,0.10233896823824314,0.0004416519293590299,0.0017293436929688747,1295.0,807.0,385.0,346.0,652.0,1.0,1.124320510871039,0
SIN_ThicknessGN2_SiN_Thickness,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.06083973125989097,0.09925457185523315,-9.255849808750827e-06,0.0003137374836634124,1192.0,845.0,1581.0,683.0,892.0,191.0,0.6164671926877225,0
SIN_CAPACITOR_ThicknessGN1_RefractiveIndex,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.06928016107420613,0.0635866893526933,-0.0001451874487015059,0.001805507479430519,1115.0,1195.0,1705.0,339.0,648.0,35.0,0.7977227088307587,0
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.0815292146365645,0.12088371341203606,-4.143230244446627e-06,8.10497992554876e-06,972.0,658.0,1514.0,1460.0,73.0,1223.0,2.0625187884228926,0
STREETS_Height_Backside_metal_thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.05493822252285875,0.06815293035271004,1.9430151824983977e-07,5.255058371866056e-06,1262.0,1135.0,1204.0,1470.0,1366.0,886.0,1.5174338184886869,0
TANR_M_Gauge_P_E_TaN,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.09528715105231043,0.10348990650157176,-4.3480134818779655e-06,1.632986560790134e-05,841.0,799.0,1517.0,1416.0,1344.0,886.0,0.8270769750450183,0
TFRP_M_Gauge_P_E_Resistors,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07076615963851544,0.07441748320954908,8.84060222969496e-05,0.00026129305323533797,1098.0,1079.0,622.0,731.0,920.0,296.0,1.764554191057602,0
THIN_Measure1_Glue_thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.06002621070554599,0.12750850750414192,0.001271546476616367,0.0031160533939146814,1200.0,601.0,245.0,218.0,563.0,191.0,0.7263418902601525,0
THIN_Measure1GN_Thickness_after_bonding,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.019595356660390348,0.0437165295214529,3.813328836999585e-05,0.0002739447173118608,1545.0,1370.0,775.0,718.0,912.0,191.0,1.278076806823082,0
THIN_Measure2_Thickness_after_grinding,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.05453486621689123,0.0017812051207054147,2.4146619883916308e-05,9.960750280018634e-05,1266.0,1703.0,850.0,1032.0,1130.0,296.0,0.7200232535873953,0
THIN_Measure2GN_Thickness_after_grinding,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.02535082210858805,0.034888730268828924,-3.0353608348160364e-06,7.507869407148991e-05,1502.0,1440.0,1503.0,1122.0,1183.0,296.0,0.5137176098000863,0
THIN_Measure3GN_Thickness_after_etchback,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.008102093898202094,0.06477786333235407,2.225714238240917e-06,0.0001017219626666864,1641.0,1182.0,1151.0,1027.0,1126.0,886.0,1.4257667172890789,0
THIN_Measure4_Wafer_thickness_final,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1328369398146902,0.18808614915448318,-6.403197722124055e-06,6.537856105060108e-05,568.0,294.0,1549.0,1172.0,1217.0,886.0,0.7440514542501482,0
TOPSIN_ThicknessGN_RefractiveIndex,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0543654673415191,0.008935360485115734,-1.5866708376319205e-05,0.00012888873229044458,1269.0,1652.0,1625.0,938.0,1062.0,296.0,0.7725758378557813,0
TOPSIN_ThicknessGN_SiN_Thickness,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.14280702635078948,0.17314402719618638,4.7188586749161156e-05,0.0003114627455791047,500.0,348.0,728.0,684.0,893.0,69.0,0.5813624721936258,0
VIA_Etch_Via_etch_end_point_time,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.13612297981791333,0.13877576884160472,1.2242663742309533e-05,0.00017205239674789274,542.0,533.0,971.0,840.0,996.0,411.0,1.7414155483651905,0
VIA_GaN_Height_Ni_height,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.12421567848559109,0.11602345689427843,2.679349368324979e-05,7.041511405155628e-05,615.0,698.0,833.0,1148.0,1199.0,609.0,1.0677282065050966,0
VIA_GaN_Measure4GN_Final_GaN_thickness,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07232950804111146,0.08699392475488162,-2.5358934441804815e-05,0.0002972290146557253,1076.0,951.0,1647.0,699.0,899.0,296.0,0.7950699619388318,0
WIN_CD_WIN_CD,weak_unstable_predictor,"weak on every signal (correlation, SHAP, permutation, cluster, co-occurrence) and never stable across folds",0.05411515999429645,0.002688141876488172,4.105535455678488e-06,1.7126133952915876e-05,1272.0,1693.0,1102.0,1413.0,1342.0,1223.0,0.6396494750055117,0
WIN_WIN_Alignment_WIN_to_FIN_Alignment,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0685446340585785,0.11424025166801013,-1.2541365263879501e-06,4.474311577782252e-05,1123.0,709.0,1476.0,1263.0,1268.0,609.0,1.0821468642943053,0
STAGE_RANGE_C_AN_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.13731531370764807,0.1258230852165025,3.709389693754006e-05,0.00035328608604700494,533.0,619.0,779.0,652.0,1367.0,411.0,1.1899532704623497,0
STAGE_STD_C_AN_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.13731531370764813,0.1258230852165025,0.0,0.0,532.0,619.0,1210.0,1471.0,1367.0,1223.0,1.8180977730446082,0
STAGE_DELTA_C_AN_2_ANODE_minus_THIN,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.13731531370764807,0.1258230852165025,0.0,0.0,533.0,619.0,1210.0,1471.0,1367.0,1223.0,1.586732676816866,0
STAGE_RANGE_C_AN_2_OW_CR,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.17857677603053496,0.11197902121221756,7.515943113356461e-06,0.00039985134399059757,344.0,733.0,1033.0,621.0,1367.0,191.0,1.3554193657853357,0
STAGE_STD_C_AN_2_OW_CR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.17857677603053487,0.11197902121221756,-6.769970405218207e-07,6.668030995763026e-06,346.0,733.0,1467.0,1465.0,1367.0,886.0,1.7966120644563386,0
STAGE_DELTA_C_AN_2_OW_CR_ANODE_minus_THIN,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.17857677603053496,0.11197902121221756,-7.299043922234794e-06,1.9601980537121442e-05,344.0,733.0,1562.0,1399.0,1367.0,886.0,1.1121475535979526,0
STAGE_RANGE_Ran_con_1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.16746169264763278,0.1679835326100478,0.00010321935305872276,0.0007505175517508832,385.0,361.0,604.0,506.0,1367.0,609.0,0.5682640617936198,0
STAGE_STD_Ran_con_1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.17354707132163158,0.17695800627061511,9.90988924530395e-05,0.00021739279452183166,362.0,333.0,609.0,776.0,1367.0,609.0,0.9489461900935228,0
STAGE_RANGE_Ran_con_1_OW_CR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.11746109402255368,0.14898986348324436,3.700992617303167e-06,4.4808450537409635e-05,656.0,466.0,1113.0,1262.0,1367.0,886.0,0.541677833100097,0
STAGE_STD_Ran_con_1_OW_CR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.11746109402255371,0.14898986348324436,0.0,0.0,655.0,466.0,1210.0,1471.0,1367.0,1223.0,1.7568751201971418,0
STAGE_DELTA_Ran_con_1_OW_CR_ANODE_minus_THIN,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.11746109402255368,0.14898986348324436,0.0,0.0,656.0,466.0,1210.0,1471.0,1367.0,1223.0,2.2360679774997894,0
STAGE_RANGE_Ran_con_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.03465018517045591,0.06417760942954366,2.0816612097487864e-05,0.00011845242070982857,1439.0,1189.0,878.0,971.0,1367.0,609.0,0.5054063445686099,0
STAGE_STD_Ran_con_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.03152080457551682,0.055807612116863935,7.033131479301513e-05,0.00011409576869940629,1463.0,1265.0,657.0,984.0,1367.0,411.0,1.7505400043788135,0
STAGE_RANGE_Ran_con_2_OW_CR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.03433594250488109,0.046542900915730066,-5.129135556225517e-07,2.5028975774784288e-05,1443.0,1346.0,1464.0,1357.0,1367.0,886.0,0.9234910116950266,0
STAGE_STD_Ran_con_2_OW_CR,weak_unstable_predictor,"weak on every signal (correlation, SHAP, permutation, cluster, co-occurrence) and never stable across folds",0.034335942504881055,0.046542900915730066,0.0,0.0,1445.0,1346.0,1210.0,1471.0,1367.0,1223.0,2.1316750737781636,0
