feature_name,source_type,present_in_original_csv,source_columns,modeling_status,exclusion_reason,feature_family,correlation_cluster_id,correlation_cluster_size
STAGE_STD_Ran_con_2,"engineered feature (derived, cross-stage)",no,ANODE_ET_Ran_con_2; OHMIC_ET_Ran_con_2; THIN_ET_Ran_con_2,included,,ANODE+OHMIC+THIN,,
STAGE_RANGE_Ran_con_2_OW_CR,"engineered feature (derived, cross-stage)",no,ANODE_ET_Ran_con_2_OW_CR; THIN_ET_Ran_con_2_OW_CR,included,,ANODE+THIN,,
STAGE_STD_Ran_con_2_OW_CR,"engineered feature (derived, cross-stage)",no,ANODE_ET_Ran_con_2_OW_CR; THIN_ET_Ran_con_2_OW_CR,included,,ANODE+THIN,,
STAGE_DELTA_Ran_con_2_OW_CR_ANODE_minus_THIN,"engineered feature (derived, cross-stage)",no,ANODE_ET_Ran_con_2_OW_CR; THIN_ET_Ran_con_2_OW_CR,included,,ANODE+THIN,,
STAGE_RANGE_Ran_con_3,"engineered feature (derived, cross-stage)",no,ANODE_ET_Ran_con_3; OHMIC_ET_Ran_con_3; THIN_ET_Ran_con_3,included,,ANODE+OHMIC+THIN,,
STAGE_STD_Ran_con_3,"engineered feature (derived, cross-stage)",no,ANODE_ET_Ran_con_3; OHMIC_ET_Ran_con_3; THIN_ET_Ran_con_3,included,,ANODE+OHMIC+THIN,,
STAGE_RANGE_Ran_con_3_OW_CR,"engineered feature (derived, cross-stage)",no,ANODE_ET_Ran_con_3_OW_CR; THIN_ET_Ran_con_3_OW_CR,included,,ANODE+THIN,,
STAGE_STD_Ran_con_3_OW_CR,"engineered feature (derived, cross-stage)",no,ANODE_ET_Ran_con_3_OW_CR; THIN_ET_Ran_con_3_OW_CR,included,,ANODE+THIN,,
STAGE_DELTA_Ran_con_3_OW_CR_ANODE_minus_THIN,"engineered feature (derived, cross-stage)",no,ANODE_ET_Ran_con_3_OW_CR; THIN_ET_Ran_con_3_OW_CR,included,,ANODE+THIN,,
STAGE_RANGE_Rc_an_ct2,"engineered feature (derived, cross-stage)",no,ANODE_ET_Rc_an_ct2; OHMIC_ET_Rc_an_ct2; THIN_ET_Rc_an_ct2,included,,ANODE+OHMIC+THIN,,
STAGE_STD_Rc_an_ct2,"engineered feature (derived, cross-stage)",no,ANODE_ET_Rc_an_ct2; OHMIC_ET_Rc_an_ct2; THIN_ET_Rc_an_ct2,included,,ANODE+OHMIC+THIN,,
STAGE_RANGE_Rc_an_ct2_OW_CR,"engineered feature (derived, cross-stage)",no,ANODE_ET_Rc_an_ct2_OW_CR; THIN_ET_Rc_an_ct2_OW_CR,included,,ANODE+THIN,,
STAGE_STD_Rc_an_ct2_OW_CR,"engineered feature (derived, cross-stage)",no,ANODE_ET_Rc_an_ct2_OW_CR; THIN_ET_Rc_an_ct2_OW_CR,included,,ANODE+THIN,,
STAGE_DELTA_Rc_an_ct2_OW_CR_ANODE_minus_THIN,"engineered feature (derived, cross-stage)",no,ANODE_ET_Rc_an_ct2_OW_CR; THIN_ET_Rc_an_ct2_OW_CR,included,,ANODE+THIN,,
STAGE_RANGE_Rsh_an_ct2,"engineered feature (derived, cross-stage)",no,ANODE_ET_Rsh_an_ct2; OHMIC_ET_Rsh_an_ct2; THIN_ET_Rsh_an_ct2,included,,ANODE+OHMIC+THIN,,
STAGE_STD_Rsh_an_ct2,"engineered feature (derived, cross-stage)",no,ANODE_ET_Rsh_an_ct2; OHMIC_ET_Rsh_an_ct2; THIN_ET_Rsh_an_ct2,included,,ANODE+OHMIC+THIN,,
STAGE_RANGE_Rsh_an_ct2_OW_CR,"engineered feature (derived, cross-stage)",no,ANODE_ET_Rsh_an_ct2_OW_CR; THIN_ET_Rsh_an_ct2_OW_CR,included,,ANODE+THIN,,
STAGE_STD_Rsh_an_ct2_OW_CR,"engineered feature (derived, cross-stage)",no,ANODE_ET_Rsh_an_ct2_OW_CR; THIN_ET_Rsh_an_ct2_OW_CR,included,,ANODE+THIN,,
STAGE_DELTA_Rsh_an_ct2_OW_CR_ANODE_minus_THIN,"engineered feature (derived, cross-stage)",no,ANODE_ET_Rsh_an_ct2_OW_CR; THIN_ET_Rsh_an_ct2_OW_CR,included,,ANODE+THIN,,
STAGE_RANGE_ABVIETCH,"engineered feature (derived, cross-stage)",no,BRGM_ET_ABVIETCH; TOPSIN_ET_ABVIETCH,included,,BRGM+TOPSIN,,
STAGE_STD_ABVIETCH,"engineered feature (derived, cross-stage)",no,BRGM_ET_ABVIETCH; TOPSIN_ET_ABVIETCH,included,,BRGM+TOPSIN,,
STAGE_DELTA_ABVIETCH_BRGM_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_ABVIETCH; TOPSIN_ET_ABVIETCH,included,,BRGM+TOPSIN,,
STAGE_RANGE_C100,"engineered feature (derived, cross-stage)",no,BRGM_ET_C100; THIN_ET_C100,included,,BRGM+THIN,,
STAGE_STD_C100,"engineered feature (derived, cross-stage)",no,BRGM_ET_C100; THIN_ET_C100,included,,BRGM+THIN,,
STAGE_DELTA_C100_BRGM_minus_THIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_C100; THIN_ET_C100,included,,BRGM+THIN,,
STAGE_RANGE_C200,"engineered feature (derived, cross-stage)",no,BRGM_ET_C200; THIN_ET_C200,included,,BRGM+THIN,,
STAGE_STD_C200,"engineered feature (derived, cross-stage)",no,BRGM_ET_C200; THIN_ET_C200,included,,BRGM+THIN,,
STAGE_DELTA_C200_BRGM_minus_THIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_C200; THIN_ET_C200,included,,BRGM+THIN,,
STAGE_RANGE_C200_0,"engineered feature (derived, cross-stage)",no,BRGM_ET_C200_0; THIN_ET_C200_0,included,,BRGM+THIN,,
STAGE_STD_C200_0,"engineered feature (derived, cross-stage)",no,BRGM_ET_C200_0; THIN_ET_C200_0,included,,BRGM+THIN,,
STAGE_DELTA_C200_0_BRGM_minus_THIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_C200_0; THIN_ET_C200_0,included,,BRGM+THIN,,
STAGE_RANGE_C300,"engineered feature (derived, cross-stage)",no,BRGM_ET_C300; THIN_ET_C300; TOPSIN_ET_C300,included,,BRGM+THIN+TOPSIN,,
STAGE_STD_C300,"engineered feature (derived, cross-stage)",no,BRGM_ET_C300; THIN_ET_C300; TOPSIN_ET_C300,included,,BRGM+THIN+TOPSIN,,
STAGE_RANGE_C300_0,"engineered feature (derived, cross-stage)",no,BRGM_ET_C300_0; THIN_ET_C300_0; TOPSIN_ET_C300_0,included,,BRGM+THIN+TOPSIN,,
STAGE_STD_C300_0,"engineered feature (derived, cross-stage)",no,BRGM_ET_C300_0; THIN_ET_C300_0; TOPSIN_ET_C300_0,included,,BRGM+THIN+TOPSIN,,
STAGE_RANGE_Cap_C300,"engineered feature (derived, cross-stage)",no,BRGM_ET_Cap_C300; THIN_ET_Cap_C300; TOPSIN_ET_Cap_C300,included,,BRGM+THIN+TOPSIN,,
STAGE_STD_Cap_C300,"engineered feature (derived, cross-stage)",no,BRGM_ET_Cap_C300; THIN_ET_Cap_C300; TOPSIN_ET_Cap_C300,included,,BRGM+THIN+TOPSIN,,
STAGE_RANGE_F_AB,"engineered feature (derived, cross-stage)",no,BRGM_ET_F_AB; THIN_ET_F_AB,included,,BRGM+THIN,,
STAGE_STD_F_AB,"engineered feature (derived, cross-stage)",no,BRGM_ET_F_AB; THIN_ET_F_AB,included,,BRGM+THIN,,
STAGE_DELTA_F_AB_BRGM_minus_THIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_F_AB; THIN_ET_F_AB,included,,BRGM+THIN,,
STAGE_RANGE_i5021_1,"engineered feature (derived, cross-stage)",no,BRGM_ET_i5021_1; THIN_ET_i5021_1,included,,BRGM+THIN,,
STAGE_STD_i5021_1,"engineered feature (derived, cross-stage)",no,BRGM_ET_i5021_1; THIN_ET_i5021_1,included,,BRGM+THIN,,
STAGE_DELTA_i5021_1_BRGM_minus_THIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_i5021_1; THIN_ET_i5021_1,included,,BRGM+THIN,,
STAGE_RANGE_i5021_2,"engineered feature (derived, cross-stage)",no,BRGM_ET_i5021_2; THIN_ET_i5021_2,included,,BRGM+THIN,,
STAGE_STD_i5021_2,"engineered feature (derived, cross-stage)",no,BRGM_ET_i5021_2; THIN_ET_i5021_2,included,,BRGM+THIN,,
STAGE_DELTA_i5021_2_BRGM_minus_THIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_i5021_2; THIN_ET_i5021_2,included,,BRGM+THIN,,
STAGE_RANGE_i5021_3,"engineered feature (derived, cross-stage)",no,BRGM_ET_i5021_3; THIN_ET_i5021_3,included,,BRGM+THIN,,
STAGE_STD_i5021_3,"engineered feature (derived, cross-stage)",no,BRGM_ET_i5021_3; THIN_ET_i5021_3,included,,BRGM+THIN,,
STAGE_DELTA_i5021_3_BRGM_minus_THIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_i5021_3; THIN_ET_i5021_3,included,,BRGM+THIN,,
STAGE_RANGE_KLV_F_AB_4u,"engineered feature (derived, cross-stage)",no,BRGM_ET_KLV_F_AB_4u; THIN_ET_KLV_F_AB_4u; TOPSIN_ET_KLV_F_AB_4u,included,,BRGM+THIN+TOPSIN,,
STAGE_STD_KLV_F_AB_4u,"engineered feature (derived, cross-stage)",no,BRGM_ET_KLV_F_AB_4u; THIN_ET_KLV_F_AB_4u; TOPSIN_ET_KLV_F_AB_4u,included,,BRGM+THIN+TOPSIN,,
STAGE_RANGE_KLV_F_M1_4u,"engineered feature (derived, cross-stage)",no,BRGM_ET_KLV_F_M1_4u; TOPSIN_ET_KLV_F_M1_4u,included,,BRGM+TOPSIN,,
STAGE_STD_KLV_F_M1_4u,"engineered feature (derived, cross-stage)",no,BRGM_ET_KLV_F_M1_4u; TOPSIN_ET_KLV_F_M1_4u,included,,BRGM+TOPSIN,,
STAGE_DELTA_KLV_F_M1_4u_BRGM_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_KLV_F_M1_4u; TOPSIN_ET_KLV_F_M1_4u,included,,BRGM+TOPSIN,,
STAGE_RANGE_lkg_C200,"engineered feature (derived, cross-stage)",no,BRGM_ET_lkg_C200; THIN_ET_lkg_C200,included,,BRGM+THIN,,
STAGE_STD_lkg_C200,"engineered feature (derived, cross-stage)",no,BRGM_ET_lkg_C200; THIN_ET_lkg_C200,included,,BRGM+THIN,,
STAGE_DELTA_lkg_C200_BRGM_minus_THIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_lkg_C200; THIN_ET_lkg_C200,included,,BRGM+THIN,,
STAGE_RANGE_lkg_C300,"engineered feature (derived, cross-stage)",no,BRGM_ET_lkg_C300; THIN_ET_lkg_C300; TOPSIN_ET_lkg_C300,included,,BRGM+THIN+TOPSIN,,
STAGE_STD_lkg_C300,"engineered feature (derived, cross-stage)",no,BRGM_ET_lkg_C300; THIN_ET_lkg_C300; TOPSIN_ET_lkg_C300,included,,BRGM+THIN+TOPSIN,,
STAGE_RANGE_lkg_SY07_10,"engineered feature (derived, cross-stage)",no,BRGM_ET_lkg_SY07_10; FIC_ET_lkg_SY07_10; SIN_ET_lkg_SY07_10; TOPSIN_ET_lkg_SY07_10,included,,BRGM+FIC+SIN+TOPSIN,,
STAGE_STD_lkg_SY07_10,"engineered feature (derived, cross-stage)",no,BRGM_ET_lkg_SY07_10; FIC_ET_lkg_SY07_10; SIN_ET_lkg_SY07_10; TOPSIN_ET_lkg_SY07_10,included,,BRGM+FIC+SIN+TOPSIN,,
STAGE_RANGE_lkg_SY8_80,"engineered feature (derived, cross-stage)",no,BRGM_ET_lkg_SY8_80; FIC_ET_lkg_SY8_80; SIN_ET_lkg_SY8_80; TOPSIN_ET_lkg_SY8_80,included,,BRGM+FIC+SIN+TOPSIN,,
STAGE_STD_lkg_SY8_80,"engineered feature (derived, cross-stage)",no,BRGM_ET_lkg_SY8_80; FIC_ET_lkg_SY8_80; SIN_ET_lkg_SY8_80; TOPSIN_ET_lkg_SY8_80,included,,BRGM+FIC+SIN+TOPSIN,,
STAGE_RANGE_Rc_F_AB_2,"engineered feature (derived, cross-stage)",no,BRGM_ET_Rc_F_AB_2; THIN_ET_Rc_F_AB_2,included,,BRGM+THIN,,
STAGE_STD_Rc_F_AB_2,"engineered feature (derived, cross-stage)",no,BRGM_ET_Rc_F_AB_2; THIN_ET_Rc_F_AB_2,included,,BRGM+THIN,,
STAGE_DELTA_Rc_F_AB_2_BRGM_minus_THIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_Rc_F_AB_2; THIN_ET_Rc_F_AB_2,included,,BRGM+THIN,,
STAGE_RANGE_Rsh_F_AB_2,"engineered feature (derived, cross-stage)",no,BRGM_ET_Rsh_F_AB_2; THIN_ET_Rsh_F_AB_2,included,,BRGM+THIN,,
STAGE_STD_Rsh_F_AB_2,"engineered feature (derived, cross-stage)",no,BRGM_ET_Rsh_F_AB_2; THIN_ET_Rsh_F_AB_2,included,,BRGM+THIN,,
STAGE_DELTA_Rsh_F_AB_2_BRGM_minus_THIN,"engineered feature (derived, cross-stage)",no,BRGM_ET_Rsh_F_AB_2; THIN_ET_Rsh_F_AB_2,included,,BRGM+THIN,,
STAGE_RANGE_TR_1F,"engineered feature (derived, cross-stage)",no,BRGM_ET_TR_1F; FIC_ET_TR_1F; SIN_ET_TR_1F; TOPSIN_ET_TR_1F,included,,BRGM+FIC+SIN+TOPSIN,,
STAGE_STD_TR_1F,"engineered feature (derived, cross-stage)",no,BRGM_ET_TR_1F; FIC_ET_TR_1F; SIN_ET_TR_1F; TOPSIN_ET_TR_1F,included,,BRGM+FIC+SIN+TOPSIN,,
STAGE_RANGE_C_CAT_2,"engineered feature (derived, cross-stage)",no,CATHODE_ET_C_CAT_2; THIN_ET_C_CAT_2,included,,CATHODE+THIN,,
STAGE_STD_C_CAT_2,"engineered feature (derived, cross-stage)",no,CATHODE_ET_C_CAT_2; THIN_ET_C_CAT_2,included,,CATHODE+THIN,,
STAGE_DELTA_C_CAT_2_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_C_CAT_2; THIN_ET_C_CAT_2,included,,CATHODE+THIN,,
STAGE_RANGE_C_CAT_2_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_C_CAT_2_OW_ST; THIN_ET_C_CAT_2_OW_ST,included,,CATHODE+THIN,,
STAGE_STD_C_CAT_2_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_C_CAT_2_OW_ST; THIN_ET_C_CAT_2_OW_ST,included,,CATHODE+THIN,,
STAGE_DELTA_C_CAT_2_OW_ST_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_C_CAT_2_OW_ST; THIN_ET_C_CAT_2_OW_ST,included,,CATHODE+THIN,,
STAGE_RANGE_Rc_cat_ct2,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rc_cat_ct2; THIN_ET_Rc_cat_ct2,included,,CATHODE+THIN,,
STAGE_STD_Rc_cat_ct2,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rc_cat_ct2; THIN_ET_Rc_cat_ct2,included,,CATHODE+THIN,,
STAGE_DELTA_Rc_cat_ct2_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rc_cat_ct2; THIN_ET_Rc_cat_ct2,included,,CATHODE+THIN,,
STAGE_RANGE_Rc_cat_ct2_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rc_cat_ct2_OW_ST; THIN_ET_Rc_cat_ct2_OW_ST,included,,CATHODE+THIN,,
STAGE_STD_Rc_cat_ct2_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rc_cat_ct2_OW_ST; THIN_ET_Rc_cat_ct2_OW_ST,included,,CATHODE+THIN,,
STAGE_DELTA_Rc_cat_ct2_OW_ST_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rc_cat_ct2_OW_ST; THIN_ET_Rc_cat_ct2_OW_ST,included,,CATHODE+THIN,,
STAGE_RANGE_Rcat_cn_1,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_1; THIN_ET_Rcat_cn_1,included,,CATHODE+THIN,,
STAGE_STD_Rcat_cn_1,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_1; THIN_ET_Rcat_cn_1,included,,CATHODE+THIN,,
STAGE_DELTA_Rcat_cn_1_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_1; THIN_ET_Rcat_cn_1,included,,CATHODE+THIN,,
STAGE_RANGE_Rcat_cn_1_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_1_OW_ST; THIN_ET_Rcat_cn_1_OW_ST,included,,CATHODE+THIN,,
STAGE_STD_Rcat_cn_1_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_1_OW_ST; THIN_ET_Rcat_cn_1_OW_ST,included,,CATHODE+THIN,,
STAGE_DELTA_Rcat_cn_1_OW_ST_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_1_OW_ST; THIN_ET_Rcat_cn_1_OW_ST,included,,CATHODE+THIN,,
STAGE_RANGE_Rcat_cn_2,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_2; THIN_ET_Rcat_cn_2,included,,CATHODE+THIN,,
STAGE_STD_Rcat_cn_2,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_2; THIN_ET_Rcat_cn_2,included,,CATHODE+THIN,,
STAGE_DELTA_Rcat_cn_2_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_2; THIN_ET_Rcat_cn_2,included,,CATHODE+THIN,,
STAGE_RANGE_Rcat_cn_2_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_2_OW_ST; THIN_ET_Rcat_cn_2_OW_ST,included,,CATHODE+THIN,,
STAGE_STD_Rcat_cn_2_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_2_OW_ST; THIN_ET_Rcat_cn_2_OW_ST,included,,CATHODE+THIN,,
STAGE_DELTA_Rcat_cn_2_OW_ST_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_2_OW_ST; THIN_ET_Rcat_cn_2_OW_ST,included,,CATHODE+THIN,,
STAGE_RANGE_Rcat_cn_3,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_3; THIN_ET_Rcat_cn_3,included,,CATHODE+THIN,,
STAGE_STD_Rcat_cn_3,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_3; THIN_ET_Rcat_cn_3,included,,CATHODE+THIN,,
STAGE_DELTA_Rcat_cn_3_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_3; THIN_ET_Rcat_cn_3,included,,CATHODE+THIN,,
STAGE_RANGE_Rcat_cn_3_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_3_OW_ST; THIN_ET_Rcat_cn_3_OW_ST,included,,CATHODE+THIN,,
STAGE_STD_Rcat_cn_3_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_3_OW_ST; THIN_ET_Rcat_cn_3_OW_ST,included,,CATHODE+THIN,,
STAGE_DELTA_Rcat_cn_3_OW_ST_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rcat_cn_3_OW_ST; THIN_ET_Rcat_cn_3_OW_ST,included,,CATHODE+THIN,,
STAGE_RANGE_Rsh_cat_c2,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rsh_cat_c2; THIN_ET_Rsh_cat_c2,included,,CATHODE+THIN,,
STAGE_STD_Rsh_cat_c2,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rsh_cat_c2; THIN_ET_Rsh_cat_c2,included,,CATHODE+THIN,,
STAGE_DELTA_Rsh_cat_c2_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rsh_cat_c2; THIN_ET_Rsh_cat_c2,included,,CATHODE+THIN,,
STAGE_RANGE_Rsh_cat_c2_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rsh_cat_c2_OW_ST; THIN_ET_Rsh_cat_c2_OW_ST,included,,CATHODE+THIN,,
STAGE_STD_Rsh_cat_c2_OW_ST,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rsh_cat_c2_OW_ST; THIN_ET_Rsh_cat_c2_OW_ST,included,,CATHODE+THIN,,
STAGE_DELTA_Rsh_cat_c2_OW_ST_CATHODE_minus_THIN,"engineered feature (derived, cross-stage)",no,CATHODE_ET_Rsh_cat_c2_OW_ST; THIN_ET_Rsh_cat_c2_OW_ST,included,,CATHODE+THIN,,
STAGE_RANGE_G_per_6K,"engineered feature (derived, cross-stage)",no,FIC_ET_G_per_6K; TOPSIN_ET_G_per_6K,included,,FIC+TOPSIN,,
STAGE_STD_G_per_6K,"engineered feature (derived, cross-stage)",no,FIC_ET_G_per_6K; TOPSIN_ET_G_per_6K,included,,FIC+TOPSIN,,
STAGE_DELTA_G_per_6K_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_G_per_6K; TOPSIN_ET_G_per_6K,included,,FIC+TOPSIN,,
STAGE_RANGE_G2_per_6K,"engineered feature (derived, cross-stage)",no,FIC_ET_G2_per_6K; TOPSIN_ET_G2_per_6K,included,,FIC+TOPSIN,,
STAGE_STD_G2_per_6K,"engineered feature (derived, cross-stage)",no,FIC_ET_G2_per_6K; TOPSIN_ET_G2_per_6K,included,,FIC+TOPSIN,,
STAGE_DELTA_G2_per_6K_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_G2_per_6K; TOPSIN_ET_G2_per_6K,included,,FIC+TOPSIN,,
STAGE_RANGE_Gate_res,"engineered feature (derived, cross-stage)",no,FIC_ET_Gate_res; TOPSIN_ET_Gate_res,included,,FIC+TOPSIN,,
STAGE_STD_Gate_res,"engineered feature (derived, cross-stage)",no,FIC_ET_Gate_res; TOPSIN_ET_Gate_res,included,,FIC+TOPSIN,,
STAGE_DELTA_Gate_res_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_Gate_res; TOPSIN_ET_Gate_res,included,,FIC+TOPSIN,,
STAGE_RANGE_Gm_m2,"engineered feature (derived, cross-stage)",no,FIC_ET_Gm_m2; TOPSIN_ET_Gm_m2,included,,FIC+TOPSIN,,
STAGE_STD_Gm_m2,"engineered feature (derived, cross-stage)",no,FIC_ET_Gm_m2; TOPSIN_ET_Gm_m2,included,,FIC+TOPSIN,,
STAGE_DELTA_Gm_m2_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_Gm_m2; TOPSIN_ET_Gm_m2,included,,FIC+TOPSIN,,
STAGE_RANGE_Gm_max,"engineered feature (derived, cross-stage)",no,FIC_ET_Gm_max; TOPSIN_ET_Gm_max,included,,FIC+TOPSIN,,
STAGE_STD_Gm_max,"engineered feature (derived, cross-stage)",no,FIC_ET_Gm_max; TOPSIN_ET_Gm_max,included,,FIC+TOPSIN,,
STAGE_DELTA_Gm_max_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_Gm_max; TOPSIN_ET_Gm_max,included,,FIC+TOPSIN,,
STAGE_RANGE_HIRS,"engineered feature (derived, cross-stage)",no,FIC_ET_HIRS; THIN_ET_HIRS; TOPSIN_ET_HIRS,included,,FIC+THIN+TOPSIN,,
STAGE_STD_HIRS,"engineered feature (derived, cross-stage)",no,FIC_ET_HIRS; THIN_ET_HIRS; TOPSIN_ET_HIRS,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_Ids_m2,"engineered feature (derived, cross-stage)",no,FIC_ET_Ids_m2; TOPSIN_ET_Ids_m2,included,,FIC+TOPSIN,,
STAGE_STD_Ids_m2,"engineered feature (derived, cross-stage)",no,FIC_ET_Ids_m2; TOPSIN_ET_Ids_m2,included,,FIC+TOPSIN,,
STAGE_DELTA_Ids_m2_FIC_minus_TOPSIN,"engineered feature (derived, cross-stage)",no,FIC_ET_Ids_m2; TOPSIN_ET_Ids_m2,included,,FIC+TOPSIN,,
STAGE_RANGE_lkg_5,"engineered feature (derived, cross-stage)",no,FIC_ET_lkg_5; OHMIC_ET_lkg_5; THIN_ET_lkg_5; TOPSIN_ET_lkg_5,included,,FIC+OHMIC+THIN+TOPSIN,,
STAGE_STD_lkg_5,"engineered feature (derived, cross-stage)",no,FIC_ET_lkg_5; OHMIC_ET_lkg_5; THIN_ET_lkg_5; TOPSIN_ET_lkg_5,included,,FIC+OHMIC+THIN+TOPSIN,,
STAGE_RANGE_OHMC,"engineered feature (derived, cross-stage)",no,FIC_ET_OHMC; OHMIC_ET_OHMC; THIN_ET_OHMC; TOPSIN_ET_OHMC,included,,FIC+OHMIC+THIN+TOPSIN,,
STAGE_STD_OHMC,"engineered feature (derived, cross-stage)",no,FIC_ET_OHMC; OHMIC_ET_OHMC; THIN_ET_OHMC; TOPSIN_ET_OHMC,included,,FIC+OHMIC+THIN+TOPSIN,,
STAGE_RANGE_R_f_hr_1,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_hr_1; THIN_ET_R_f_hr_1; TOPSIN_ET_R_f_hr_1,included,,FIC+THIN+TOPSIN,,
STAGE_STD_R_f_hr_1,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_hr_1; THIN_ET_R_f_hr_1; TOPSIN_ET_R_f_hr_1,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_R_f_hr_2,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_hr_2; THIN_ET_R_f_hr_2; TOPSIN_ET_R_f_hr_2,included,,FIC+THIN+TOPSIN,,
STAGE_STD_R_f_hr_2,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_hr_2; THIN_ET_R_f_hr_2; TOPSIN_ET_R_f_hr_2,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_R_f_hr_3,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_hr_3; THIN_ET_R_f_hr_3; TOPSIN_ET_R_f_hr_3,included,,FIC+THIN+TOPSIN,,
STAGE_STD_R_f_hr_3,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_hr_3; THIN_ET_R_f_hr_3; TOPSIN_ET_R_f_hr_3,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_R_f_tn_1,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_tn_1; THIN_ET_R_f_tn_1; TOPSIN_ET_R_f_tn_1,included,,FIC+THIN+TOPSIN,,
STAGE_STD_R_f_tn_1,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_tn_1; THIN_ET_R_f_tn_1; TOPSIN_ET_R_f_tn_1,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_R_f_tn_2,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_tn_2; THIN_ET_R_f_tn_2; TOPSIN_ET_R_f_tn_2,included,,FIC+THIN+TOPSIN,,
STAGE_STD_R_f_tn_2,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_tn_2; THIN_ET_R_f_tn_2; TOPSIN_ET_R_f_tn_2,included,,FIC+THIN+TOPSIN,,
STAGE_RANGE_R_f_tn_3,"engineered feature (derived, cross-stage)",no,FIC_ET_R_f_tn_3; THIN_ET_R_f_tn_3; TOPSIN_ET_R_f_tn_3,included,,FIC+THIN+TOPSIN,,
