parameter_A,parameter_B,parameter_C,contrast_3way,max_2way_contrast_in_cube,adds_beyond_lower_order,"high_yield_region_(A,B,C)_bins",high_yield_mean,"low_yield_region_(A,B,C)_bins",low_yield_mean,min_cell_count,fold_sign_reproducibility,evidence_label,reason
MEASURE_ET_DC_RF2_S22dB_26GHz,MEASURE_ET_Rcat_cn_3,THIN_ET_lkg_100_at20V,0.3426,0.1308,True,"(1, 0, 0)",93.211,"(0, 1, 1)",90.535,98.0,5/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,MEASURE_ET_VIA_KLV_2,THIN_ET_lkg_100_at20V,-0.0628,0.1366,False,"(0, 0, 0)",93.205,"(0, 0, 1)",91.06,141.0,4/5,MODERATE,
MEASURE_ET_DC_RF2_S22dB_26GHz,MESA_ET_Probe_Number,THIN_ET_lkg_100_at20V,-0.1317,0.1973,False,"(0, 0, 0)",93.343,"(0, 0, 1)",91.05,138.0,5/5,MODERATE,
MEASURE_ET_DC_RF2_S22dB_26GHz,MaskSetSupplyChipsCount,THIN_ET_lkg_100_at20V,-0.3691,0.4229,False,"(0, 0, 0)",92.936,"(0, 0, 1)",89.78,122.0,5/5,MODERATE,
MEASURE_ET_DC_RF2_S22dB_26GHz,OHMIC_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,0.3656,0.1138,True,"(1, 0, 0)",93.346,"(0, 1, 1)",90.488,108.0,5/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,SIN_ET_Probe_Number,THIN_ET_lkg_100_at20V,-0.1701,0.4823,False,"(0, 1, 0)",93.444,"(0, 0, 1)",89.998,122.0,3/3,MODERATE,
MEASURE_ET_DC_RF2_S22dB_26GHz,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,0.2449,0.1748,True,"(1, 0, 0)",93.179,"(0, 1, 1)",90.313,115.0,5/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,TFRP_ET_Rc_TF_AB_2,THIN_ET_lkg_100_at20V,0.2771,0.139,True,"(0, 1, 0)",93.181,"(0, 1, 1)",90.814,135.0,5/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_DC_RF_Vds_max_0p1mA,THIN_ET_lkg_100_at20V,-0.1144,0.2969,False,"(0, 1, 0)",93.248,"(0, 0, 1)",89.903,127.0,3/5,MODERATE,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_DC_RF_Vg_optt3,THIN_ET_lkg_100_at20V,0.2272,0.356,False,"(0, 1, 0)",93.108,"(0, 1, 1)",90.213,127.0,5/5,MODERATE,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_Rc_OG142,THIN_ET_lkg_100_at20V,0.2614,0.2234,True,"(1, 0, 0)",93.404,"(0, 1, 1)",89.959,120.0,5/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_Rc_TF_AB_2,THIN_ET_lkg_100_at20V,-0.0107,0.1864,False,"(0, 0, 0)",93.156,"(1, 1, 1)",90.243,83.0,2/4,WEAK,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_Rc_cat_ct2,THIN_ET_lkg_100_at20V,0.2101,0.269,False,"(0, 1, 0)",93.243,"(1, 1, 1)",90.735,121.0,5/5,MODERATE,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_Rc_f_hr_23,THIN_ET_lkg_100_at20V,0.3272,0.1574,True,"(1, 0, 0)",93.282,"(0, 1, 1)",90.581,97.0,4/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_Rcat_cn_1,THIN_ET_lkg_100_at20V,0.1932,0.1301,True,"(1, 0, 0)",93.139,"(0, 1, 1)",90.85,134.0,5/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_Rcat_cn_2_OW_ST,THIN_ET_lkg_100_at20V,0.2654,0.139,True,"(0, 1, 0)",93.292,"(0, 1, 1)",90.84,98.0,5/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_Rcat_cn_3,THIN_ET_lkg_100_at20V,0.1144,0.2531,False,"(1, 0, 0)",93.104,"(1, 1, 1)",90.307,111.0,3/5,MODERATE,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,0.0604,0.2259,False,"(0, 0, 0)",93.216,"(0, 1, 1)",90.43,113.0,3/5,MODERATE,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1,-0.3119,0.1336,True,"(0, 0, 0)",93.413,"(0, 1, 0)",90.912,125.0,5/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1_0,-0.2959,0.3286,False,"(0, 0, 0)",93.39,"(0, 1, 0)",90.492,113.0,5/5,MODERATE,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_SMALL_Vdg_max,-0.3847,0.2373,True,"(0, 0, 0)",93.092,"(1, 1, 1)",90.53,99.0,5/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_lkg_100_at20V,TOPSIN_ET_Load_Pull_Gain_comp_Last,0.2329,0.1982,True,"(0, 0, 1)",93.742,"(0, 1, 0)",90.906,119.0,5/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_lkg_100_at20V,TOPSIN_ET_Rc_OG144,0.2448,0.1518,True,"(0, 0, 0)",93.125,"(0, 1, 1)",90.394,131.0,5/5,STRONG,
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_C450pf,-0.078,0.3661,False,"(0, 0, 0)",93.169,"(0, 1, 1)",90.912,23.0,0/0,INCONCLUSIVE,
MEASURE_ET_DC_RF_Gm_m0p2,MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,-0.0261,0.0911,False,"(0, 0, 0)",93.522,"(0, 1, 1)",90.741,98.0,4/5,MODERATE,
MEASURE_ET_DC_RF_Gm_m0p2,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,0.0335,0.4159,False,"(0, 0, 0)",93.694,"(0, 1, 1)",90.886,81.0,1/2,WEAK,
MEASURE_ET_DC_RF_Gm_m0p2,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,0.0397,0.3513,False,"(0, 0, 0)",93.781,"(0, 1, 1)",90.404,75.0,0/3,INCONCLUSIVE,
MEASURE_ET_DC_RF_Gm_m0p2,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,0.1948,0.2741,False,"(0, 0, 0)",93.5,"(0, 1, 1)",90.129,92.0,3/5,MODERATE,
MEASURE_ET_DC_RF_Gm_m0p2_W,MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,-0.2175,0.1922,True,"(0, 0, 0)",93.541,"(1, 1, 1)",90.0,83.0,5/5,STRONG,
MEASURE_ET_DC_RF_Gm_m0p2_W,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,-0.1875,0.3665,False,"(0, 0, 0)",93.705,"(1, 0, 1)",90.934,69.0,1/2,WEAK,
MEASURE_ET_DC_RF_Gm_m0p2_W,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.1355,0.3411,False,"(0, 0, 0)",93.787,"(1, 1, 1)",90.203,84.0,3/4,MODERATE,
MEASURE_ET_DC_RF_Id_Vbon_min,MEASURE_ET_DC_SEC_Vgs_0p1V,TOPSIN_ET_DC_SMALL_Vdg_max,0.1209,0.2789,False,"(1, 1, 1)",92.562,"(0, 1, 1)",91.012,107.0,4/5,MODERATE,
MEASURE_ET_DC_RF_Id_Vbon_min,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,0.2648,0.3129,False,"(1, 0, 0)",93.139,"(0, 1, 1)",89.448,135.0,4/5,MODERATE,
MEASURE_ET_DC_RF_Id_Vbon_min,TOPSIN_ET_DC_SMALL_Vdg_max,TOPSIN_ET_Gate_res,0.0038,0.2991,False,"(0, 0, 1)",92.727,"(0, 1, 0)",91.141,128.0,2/5,WEAK,
MEASURE_ET_DC_RF_Imax_W,MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0923,0.512,False,"(0, 1, 0)",93.064,"(1, 1, 1)",89.629,106.0,1/4,WEAK,
MEASURE_ET_DC_RF_Imax_W,MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.3702,0.0343,True,"(1, 0, 0)",93.405,"(0, 1, 1)",90.798,95.0,4/4,STRONG,
MEASURE_ET_DC_RF_Imax_W,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.026,0.2795,False,"(0, 0, 0)",93.182,"(1, 1, 1)",89.941,71.0,2/4,WEAK,
MEASURE_ET_DC_RF_Imax_W,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0246,0.0998,False,"(0, 1, 0)",92.987,"(1, 1, 1)",90.969,95.0,1/4,WEAK,
MEASURE_ET_DC_RF_Imax_W,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0413,0.1094,False,"(0, 0, 0)",93.208,"(1, 1, 1)",90.952,105.0,1/4,WEAK,
MEASURE_ET_DC_RF_S11ang_10GHz,MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,-0.2276,0.2579,False,"(0, 0, 0)",93.515,"(1, 1, 1)",89.88,99.0,3/5,MODERATE,
MEASURE_ET_DC_RF_S11ang_10GHz,MEASURE_ET_Rc_an_ct2,SIN_GATE_ET_lkg_SY8_80,-0.3683,0.3404,True,"(0, 0, 0)",93.261,"(1, 1, 1)",89.617,114.0,5/5,STRONG,
MEASURE_ET_DC_RF_S11ang_10GHz,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,-0.1644,0.2717,False,"(0, 0, 0)",93.362,"(1, 1, 1)",90.477,101.0,4/5,MODERATE,
MEASURE_ET_DC_RF_S11ang_10GHz,SIN_GATE_ET_Rc_an_ct2,SIN_GATE_ET_lkg_SY8_80,-0.2471,0.3147,False,"(0, 0, 0)",93.408,"(1, 1, 1)",90.153,117.0,5/5,MODERATE,
MEASURE_ET_DC_RF_S11ang_10GHz,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.2419,0.2577,False,"(0, 0, 0)",93.521,"(1, 1, 1)",89.766,103.0,2/4,WEAK,
MEASURE_ET_DC_RF_S11ang_10GHz,SIN_GATE_ET_lkg_SY8_80,TFRP_ET_Rc_TF_AB_2,-0.1476,0.3361,False,"(0, 0, 0)",93.066,"(1, 1, 1)",90.551,118.0,3/5,MODERATE,
MEASURE_ET_DC_RF_S11ang_10GHz,SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rc_cat_ct2,-0.1508,0.313,False,"(0, 0, 0)",92.857,"(1, 1, 1)",90.251,110.0,5/5,MODERATE,
MEASURE_ET_DC_RF_S11ang_10GHz,SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rc_f_hr_23,-0.2888,0.3372,False,"(0, 0, 0)",93.221,"(1, 1, 1)",89.954,99.0,4/4,MODERATE,
MEASURE_ET_DC_RF_S11ang_10GHz,SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rcat_cn_3,-0.2102,0.3147,False,"(0, 0, 0)",93.078,"(1, 1, 1)",89.902,125.0,3/4,MODERATE,
MEASURE_ET_DC_RF_S11ang_10GHz,SIN_GATE_ET_lkg_SY8_80,THIN_ET_lkg_100_at20V,,,,,,,,,,INCONCLUSIVE,insufficient cell size for main split
MEASURE_ET_DC_RF_S11ang_10GHz,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_CapFICM1,0.1646,0.4011,False,"(0, 0, 0)",93.009,"(1, 1, 0)",89.921,112.0,4/5,MODERATE,
MEASURE_ET_DC_RF_S11ang_10GHz,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_lkg_C450pf,-0.4159,0.2035,True,"(0, 0, 0)",92.831,"(1, 1, 1)",90.498,20.0,0/0,INCONCLUSIVE,
MEASURE_ET_DC_RF_S11ang_10GHz,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,-0.1542,0.3441,False,"(1, 0, 0)",93.081,"(1, 1, 1)",89.69,131.0,4/5,MODERATE,
MEASURE_ET_DC_RF_S11ang_26GHz_W,MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_DC_SMALL_Ids_m0p2,0.0167,0.258,False,"(0, 0, 0)",93.034,"(0, 1, 1)",90.32,76.0,2/2,WEAK,
MEASURE_ET_DC_RF_S11ang_26GHz_W,MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,0.4708,0.4502,True,"(0, 0, 0)",93.471,"(0, 1, 1)",89.399,122.0,5/5,STRONG,
MEASURE_ET_DC_RF_S11ang_26GHz_W,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,0.157,0.2807,False,"(0, 0, 0)",93.148,"(0, 1, 1)",90.771,121.0,2/5,WEAK,
MEASURE_ET_DC_RF_S11ang_26GHz_W,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,0.1086,0.3136,False,"(1, 0, 0)",93.05,"(0, 1, 1)",90.178,121.0,3/5,MODERATE,
MEASURE_ET_DC_RF_S22dB_26GHz_W,MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.3188,0.5006,False,"(0, 0, 0)",93.046,"(1, 1, 1)",89.585,88.0,4/5,MODERATE,
MEASURE_ET_DC_RF_S22dB_26GHz_W,MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2994,0.2546,True,"(0, 0, 0)",93.357,"(1, 1, 1)",90.804,101.0,3/4,MODERATE,
MEASURE_ET_DC_RF_S22dB_26GHz_W,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1771,0.2464,False,"(0, 0, 0)",93.596,"(0, 1, 1)",90.299,102.0,5/5,MODERATE,
MEASURE_ET_DC_RF_S22dB_26GHz_W,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.3285,0.2641,True,"(0, 0, 0)",93.646,"(0, 0, 1)",90.855,105.0,3/3,MODERATE,
MEASURE_ET_DC_RF_S22dB_26GHz_W,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0475,0.2249,False,"(0, 0, 1)",92.996,"(0, 1, 0)",90.981,117.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_Gm_0,MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,-0.0988,0.1464,False,"(0, 0, 0)",93.535,"(1, 1, 1)",90.614,87.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_Gm_0,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,-0.0094,0.559,False,"(0, 0, 0)",93.83,"(1, 0, 1)",90.864,78.0,3/3,MODERATE,
MEASURE_ET_DC_SEC_Gm_0,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,0.0162,0.4837,False,"(0, 0, 0)",93.82,"(0, 1, 1)",90.35,82.0,1/3,WEAK,
MEASURE_ET_DC_SEC_Idss,MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,-0.2492,0.2184,True,"(0, 0, 0)",93.301,"(1, 1, 1)",89.951,120.0,5/5,STRONG,
MEASURE_ET_DC_SEC_Idss,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,-0.1468,0.1021,True,"(0, 0, 0)",93.239,"(1, 1, 1)",90.744,113.0,4/4,STRONG,
MEASURE_ET_DC_SEC_Idss,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.0547,0.1895,False,"(0, 0, 0)",93.155,"(1, 1, 1)",90.175,110.0,3/4,MODERATE,
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0783,0.4567,False,"(1, 1, 0)",93.226,"(1, 1, 1)",90.278,115.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2911,0.1321,True,"(1, 0, 0)",93.704,"(0, 1, 1)",90.475,126.0,5/5,STRONG,
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,MEASURE_ET_RF_Modeling_ids_m0p2_W,MEASURE_ET_Ran_con_3,-0.0115,0.1731,False,"(1, 0, 0)",92.599,"(0, 0, 0)",91.693,117.0,2/5,WEAK,
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0754,0.2263,False,"(1, 0, 0)",93.402,"(0, 1, 1)",90.119,112.0,3/4,MODERATE,
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1394,0.1976,False,"(1, 0, 0)",93.409,"(0, 1, 1)",91.092,109.0,3/3,MODERATE,
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.0644,0.1291,False,"(1, 0, 0)",93.26,"(0, 1, 1)",90.818,119.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_SD3p5,MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1327,0.4809,False,"(0, 0, 0)",93.157,"(0, 1, 1)",90.279,134.0,5/5,MODERATE,
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_SD3p5,MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2051,0.3995,False,"(0, 0, 0)",93.386,"(0, 1, 1)",90.464,96.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_SD3p5,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0089,0.2938,False,"(0, 0, 0)",93.551,"(0, 1, 1)",90.001,121.0,2/5,WEAK,
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_SD3p5,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0574,0.1769,False,"(0, 0, 0)",93.038,"(0, 0, 1)",91.118,123.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_SD3p5,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.1641,0.1785,False,"(0, 0, 0)",93.089,"(0, 1, 1)",90.658,128.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.134,0.5016,False,"(1, 0, 0)",93.019,"(1, 1, 1)",89.723,130.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1597,0.0815,True,"(1, 0, 0)",93.309,"(0, 1, 1)",90.72,120.0,5/5,STRONG,
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0163,0.3177,False,"(1, 0, 0)",93.194,"(1, 1, 1)",89.753,68.0,3/3,MODERATE,
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1899,0.0583,True,"(1, 1, 0)",92.941,"(1, 1, 1)",91.046,115.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.1353,0.0646,True,"(1, 0, 0)",93.115,"(0, 1, 1)",90.849,120.0,4/5,STRONG,
MEASURE_ET_DC_SEC_Vgs_0p1V,MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2447,0.4577,False,"(0, 0, 0)",93.253,"(1, 1, 1)",90.032,129.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_Vgs_0p1V,MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.4169,0.1465,True,"(0, 0, 0)",93.577,"(1, 1, 1)",90.252,95.0,4/4,STRONG,
MEASURE_ET_DC_SEC_Vgs_0p1V,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2056,0.2921,False,"(0, 0, 0)",93.055,"(1, 1, 1)",89.534,99.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_Vgs_0p1V,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0827,0.2166,False,"(0, 0, 0)",93.069,"(1, 0, 1)",90.484,100.0,4/4,MODERATE,
MEASURE_ET_DC_SEC_Vgs_0p1V,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.3541,0.1242,True,"(1, 0, 0)",93.01,"(1, 1, 0)",90.529,126.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1341,0.4607,False,"(0, 0, 0)",93.347,"(1, 0, 1)",89.749,104.0,1/5,WEAK,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0887,0.4671,False,"(1, 1, 0)",93.082,"(1, 0, 1)",90.271,98.0,0/2,INCONCLUSIVE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1865,0.4631,False,"(1, 0, 0)",93.376,"(1, 1, 1)",90.198,114.0,5/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_DC_SMALL_Vp_1,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.125,0.5055,False,"(0, 1, 0)",93.13,"(1, 1, 1)",89.713,124.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Load_Pull_Gss,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0038,0.5154,False,"(0, 1, 0)",92.963,"(1, 1, 1)",89.824,102.0,2/5,WEAK,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_RF_Modeling_Id_search,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0121,0.4567,False,"(1, 0, 0)",92.971,"(1, 1, 1)",90.049,117.0,0/5,INCONCLUSIVE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_RF_Modeling_S22dB_10GHz,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0173,0.4687,False,"(0, 0, 0)",92.852,"(1, 0, 1)",90.121,126.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_RF_Modeling_ids_m0p2_W,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1068,0.549,False,"(1, 0, 0)",92.858,"(1, 0, 1)",89.417,96.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Rc_F_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1952,0.47,False,"(0, 0, 0)",92.984,"(1, 0, 1)",89.879,134.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Rc_OG142,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.298,0.4736,False,"(1, 1, 0)",92.935,"(1, 0, 1)",89.479,123.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.065,0.4429,False,"(0, 0, 0)",93.128,"(1, 1, 1)",89.446,80.0,3/4,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Rc_OG144,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0952,0.4308,False,"(1, 0, 0)",92.867,"(1, 1, 1)",89.833,102.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0606,0.4484,False,"(0, 0, 0)",93.056,"(1, 0, 1)",90.155,123.0,4/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0347,0.3913,False,"(0, 0, 0)",93.404,"(1, 1, 1)",90.025,102.0,5/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Rc_cat_ct2_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0096,0.3865,False,"(0, 0, 0)",93.687,"(1, 0, 1)",90.258,84.0,5/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0499,0.4567,False,"(0, 0, 0)",93.337,"(1, 0, 1)",90.031,114.0,3/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Rcat_cn_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2598,0.4668,False,"(1, 0, 0)",92.87,"(1, 0, 1)",90.103,110.0,5/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Rsh_cat_c2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.115,0.4399,False,"(1, 0, 0)",93.056,"(1, 0, 1)",89.961,82.0,2/4,WEAK,
MEASURE_ET_DC_SEC_X_Bin,MESA_ET_Probe_Number,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1518,0.4309,False,"(1, 0, 0)",93.265,"(1, 0, 1)",90.071,96.0,2/5,WEAK,
MEASURE_ET_DC_SEC_X_Bin,OHMIC_ET_OHMC,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.253,0.4717,False,"(0, 0, 0)",93.239,"(1, 1, 1)",89.788,102.0,5/5,MODERATE,
MEASURE_ET_DC_SEC_X_Bin,OHMIC_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2137,0.4255,False,"(1, 0, 0)",92.875,"(1, 0, 1)",90.191,116.0,2/5,WEAK,
